^SPX (Standard & Poors 500 Index),3097.74,-17.6
Jun 22 2020 @ 01:56 ET,Bid,3053.25,Ask,3185.43,Size,1x1,Vol,
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
06/26/2020,SPXW200626C02910000,194.02,-12.63,173.3,175.2,30,0.4496,0.8539,0.0014,55,2910.000,SPXW200626P02910000,9.22,-0.63,12,12.7,133,0.4484,-0.1454,0.0014,208
06/26/2020,SPXW200626C02915000,204.8,0,168.9,170.9,0,0.4477,0.8473,0.0015,30,2915.000,SPXW200626P02915000,8.73,-1.62,12.6,13.3,578,0.4459,-0.1517,0.0015,117
06/26/2020,SPXW200626C02920000,188.2,-9.35,164.6,166.5,2,0.4454,0.8406,0.0015,32,2920.000,SPXW200626P02920000,9.23,-1.52,13.2,14.1,206,0.4443,-0.1587,0.0015,426
06/26/2020,SPXW200626C02925000,202.64,9.64,160.2,162.2,1,0.4429,0.8339,0.0016,334,2925.000,SPXW200626P02925000,8.7,-2.55,13.9,14.6,467,0.4412,-0.1652,0.0016,2420
06/26/2020,SPXW200626C02930000,179.2,-9.35,155.9,157.9,3,0.4405,0.8268,0.0016,854,2930.000,SPXW200626P02930000,9,-2.75,14.6,15.4,569,0.4394,-0.1726,0.0016,586
06/26/2020,SPXW200626C02935000,188.1,0,151.7,153.6,0,0.4383,0.8193,0.0017,26,2935.000,SPXW200626P02935000,14.57,2.32,15.3,16.1,261,0.4367,-0.1798,0.0017,721
06/26/2020,SPXW200626C02940000,187.4,0,147.5,149.4,0,0.4363,0.8115,0.0017,46,2940.000,SPXW200626P02940000,15.27,2.42,16.1,16.9,523,0.4347,-0.1877,0.0017,266
06/26/2020,SPXW200626C02945000,175.4,0,143.3,145.2,0,0.4339,0.8036,0.0018,64,2945.000,SPXW200626P02945000,10.7,-2.7,16.9,17.7,171,0.4324,-0.1956,0.0018,553
06/26/2020,SPXW200626C02950000,157.29,-13.51,139.1,141,12,0.4312,0.7956,0.0018,902,2950.000,SPXW200626P02950000,16.38,2.38,17.7,18.5,5675,0.4297,-0.2036,0.0018,1976
06/26/2020,SPXW200626C02955000,151.2,0,135,136.9,0,0.4291,0.787,0.0019,21,2955.000,SPXW200626P02955000,12.4,-2.25,18.5,19.4,152,0.4272,-0.212,0.0019,468
06/26/2020,SPXW200626C02960000,183.64,0,130.9,132.8,0,0.4266,0.7784,0.0019,44,2960.000,SPXW200626P02960000,18.08,2.83,19.5,20.3,233,0.4252,-0.2209,0.0019,449
06/26/2020,SPXW200626C02965000,156.62,0,126.9,128.7,0,0.4243,0.7693,0.002,29,2965.000,SPXW200626P02965000,12.5,-3.45,20.4,21.3,93,0.4229,-0.2299,0.002,126
06/26/2020,SPXW200626C02970000,137.67,-15.83,122.8,124.7,1,0.4215,0.7602,0.002,67,2970.000,SPXW200626P02970000,22.14,5.49,21.4,22.3,410,0.4206,-0.2393,0.0021,711
06/26/2020,SPXW200626C02975000,181.9,0,118.9,120.7,0,0.4193,0.7506,0.0021,145,2975.000,SPXW200626P02975000,23.14,5.74,22.4,23.3,466,0.418,-0.2488,0.0021,840
06/26/2020,SPXW200626C02980000,133.44,-11.56,115,116.8,27,0.4171,0.7406,0.0022,117,2980.000,SPXW200626P02980000,16.88,-1.27,23.5,24.4,402,0.4158,-0.2588,0.0022,898
06/26/2020,SPXW200626C02985000,151.79,0,111.1,112.9,0,0.4145,0.7305,0.0022,62,2985.000,SPXW200626P02985000,24.15,5.15,24.6,25.7,120,0.4141,-0.2693,0.0022,397
06/26/2020,SPXW200626C02990000,139.48,0,107.2,109.1,0,0.412,0.7201,0.0023,152,2990.000,SPXW200626P02990000,21.74,1.94,25.8,26.7,144,0.4112,-0.2795,0.0023,609
06/26/2020,SPXW200626C02995000,127.9,-4.6,103.4,105.3,25,0.4095,0.7094,0.0023,39,2995.000,SPXW200626P02995000,20.02,-0.63,26.9,28.1,116,0.409,-0.2904,0.0023,365
06/26/2020,SPXW200626C03000000,104.16,-24.24,99.7,101.5,69,0.407,0.6984,0.0024,4060,3000.000,SPXW200626P03000000,29.8,8.2,28.2,29.2,6893,0.4061,-0.3012,0.0024,7718
06/26/2020,SPXW200626C03005000,126.33,2.03,96,97.8,9,0.4044,0.6871,0.0024,124,3005.000,SPXW200626P03005000,19.17,-3.33,29.5,30.6,119,0.404,-0.3127,0.0024,926
06/26/2020,SPXW200626C03010000,105.95,-14.35,92.4,94.2,17,0.4022,0.6754,0.0025,269,3010.000,SPXW200626P03010000,29.4,5.9,30.8,31.9,72,0.4011,-0.3242,0.0025,1272
06/26/2020,SPXW200626C03015000,100.72,-15.63,88.8,90.6,13,0.3997,0.6635,0.0025,1020,3015.000,SPXW200626P03015000,30.8,6.25,32.2,33.4,60,0.3989,-0.3362,0.0025,272
06/26/2020,SPXW200626C03020000,104.27,-8.13,85.3,87,7,0.397,0.6513,0.0026,345,3020.000,SPXW200626P03020000,31.2,5.6,33.7,34.8,444,0.3962,-0.3484,0.0026,950
06/26/2020,SPXW200626C03025000,96.29,-12.26,81.8,83.5,19,0.3943,0.6389,0.0026,777,3025.000,SPXW200626P03025000,33.6,6.9,35.3,36.4,350,0.3943,-0.3611,0.0026,913
06/26/2020,SPXW200626C03030000,100.52,-4.18,78.4,80.1,2,0.3919,0.626,0.0027,601,3030.000,SPXW200626P03030000,35.1,7.2,36.7,38,214,0.3912,-0.3738,0.0027,239
06/26/2020,SPXW200626C03035000,87.62,-13.28,75,76.2,7,0.3873,0.6134,0.0027,70,3035.000,SPXW200626P03035000,34.45,5.35,38.4,39.6,938,0.3887,-0.3869,0.0027,578
06/26/2020,SPXW200626C03040000,95.83,-1.32,71.8,72.9,6,0.3851,0.5999,0.0028,1080,3040.000,SPXW200626P03040000,36.8,6.45,40.1,41.3,339,0.3861,-0.4003,0.0028,567
06/26/2020,SPXW200626C03045000,80.62,-12.83,68.5,69.8,1,0.3827,0.5862,0.0028,191,3045.000,SPXW200626P03045000,28.47,-3.18,41.9,43.1,371,0.3838,-0.414,0.0028,394
06/26/2020,SPXW200626C03050000,69.55,-20.25,65.3,66.5,76,0.3796,0.5723,0.0029,1579,3050.000,SPXW200626P03050000,39.84,6.84,43.6,44.9,3715,0.3807,-0.4278,0.0029,4070
06/26/2020,SPXW200626C03055000,76.6,-9.6,62.2,63.4,23,0.3771,0.5581,0.0029,211,3055.000,SPXW200626P03055000,45.12,10.72,45.5,46.8,81,0.3781,-0.442,0.0029,706
06/26/2020,SPXW200626C03060000,59.5,-23.2,59.2,60.4,576,0.3747,0.5436,0.0029,510,3060.000,SPXW200626P03060000,40.78,4.88,47.6,48.8,171,0.3761,-0.4564,0.0029,697
06/26/2020,SPXW200626C03065000,73.52,-5.68,56.2,57.4,18,0.3719,0.5289,0.003,168,3065.000,SPXW200626P03065000,46.08,8.63,49.6,50.8,71,0.3733,-0.4711,0.003,102
06/26/2020,SPXW200626C03070000,53.6,-22.2,53.3,54.5,118,0.3692,0.514,0.003,294,3070.000,SPXW200626P03070000,47.19,8.19,51.4,52.8,685,0.3692,-0.486,0.003,666
06/26/2020,SPXW200626C03075000,50.9,-21.55,50.4,51.6,186,0.3661,0.4989,0.003,1485,3075.000,SPXW200626P03075000,52.32,11.67,53.5,55,994,0.3664,-0.5011,0.003,1893
06/26/2020,SPXW200626C03080000,47.3,-21.85,47.6,49,214,0.3638,0.4835,0.003,205,3080.000,SPXW200626P03080000,52.1,9.75,55.7,57.2,212,0.3634,-0.5165,0.003,197
06/26/2020,SPXW200626C03085000,49.2,-16.75,44.9,46,177,0.3599,0.4679,0.0031,122,3085.000,SPXW200626P03085000,57.62,13.47,58,59.5,218,0.3606,-0.532,0.0031,183
06/26/2020,SPXW200626C03090000,44.15,-18.65,42.3,43.5,222,0.3576,0.4522,0.0031,599,3090.000,SPXW200626P03090000,58.82,12.77,60.3,61.9,909,0.3576,-0.5478,0.0031,326
06/26/2020,SPXW200626C03095000,43.9,-15.85,39.7,40.8,245,0.354,0.4362,0.0031,311,3095.000,SPXW200626P03095000,64.57,16.62,62.8,64.3,190,0.3547,-0.5637,0.0031,182
06/26/2020,SPXW200626C03100000,40.22,-16.53,37.3,38.3,764,0.3512,0.4201,0.0031,4256,3100.000,SPXW200626P03100000,67.07,17.12,65.3,66.8,1882,0.3516,-0.5797,0.0031,1804
06/26/2020,SPXW200626C03105000,38.32,-15.53,34.9,35.9,554,0.3482,0.404,0.0031,588,3105.000,SPXW200626P03105000,51.9,-0.15,67.8,69.5,703,0.3486,-0.5959,0.0031,258
06/26/2020,SPXW200626C03110000,36.55,-14.4,32.6,33.6,653,0.3454,0.3877,0.0031,475,3110.000,SPXW200626P03110000,64.6,10.45,70.5,72.2,210,0.3457,-0.6121,0.0031,383
06/26/2020,SPXW200626C03115000,30.97,-17.18,30.3,31.3,76,0.3419,0.3712,0.0031,451,3115.000,SPXW200626P03115000,68,11.65,73.2,75,362,0.3426,-0.6285,0.0031,275
06/26/2020,SPXW200626C03120000,31.33,-14.17,28.2,29.2,353,0.3392,0.355,0.003,573,3120.000,SPXW200626P03120000,61.04,2.34,76,77.8,213,0.3392,-0.645,0.003,629
06/26/2020,SPXW200626C03125000,27.3,-15.55,26.1,27.3,393,0.3367,0.3388,0.003,1905,3125.000,SPXW200626P03125000,66.3,5.2,79,80.8,507,0.3367,-0.6611,0.003,871
06/26/2020,SPXW200626C03130000,27.03,-13.32,24.2,25.1,543,0.3331,0.3222,0.003,1708,3130.000,SPXW200626P03130000,84,20.45,82,83.8,205,0.3335,-0.6775,0.003,296
06/26/2020,SPXW200626C03135000,22.79,-15.16,22.3,23.1,48,0.3296,0.3057,0.003,2279,3135.000,SPXW200626P03135000,64.72,-1.38,85.1,86.9,274,0.3304,-0.6938,0.003,152
06/26/2020,SPXW200626C03140000,24.39,-11.21,20.5,21.3,802,0.3265,0.2895,0.0029,497,3140.000,SPXW200626P03140000,66.39,-2.36,88.3,90.1,734,0.3273,-0.71,0.0029,214
06/26/2020,SPXW200626C03145000,24.08,-9.22,18.8,19.6,137,0.3236,0.2735,0.0029,450,3145.000,SPXW200626P03145000,52.35,-19.15,91.5,93.4,48,0.324,-0.7262,0.0029,133
06/26/2020,SPXW200626C03150000,20.1,-11,17.2,17.9,3920,0.3203,0.2575,0.0028,3483,3150.000,SPXW200626P03150000,91.9,17.6,94.9,96.8,326,0.3212,-0.7419,0.0028,1074
06/26/2020,SPXW200626C03155000,16.11,-12.89,15.7,16.4,61,0.3176,0.2421,0.0027,215,3155.000,SPXW200626P03155000,73.57,-3.63,98.4,100.3,12,0.3185,-0.7572,0.0027,29
06/26/2020,SPXW200626C03160000,16.15,-10.85,14.2,14.9,84,0.3142,0.2264,0.0027,372,3160.000,SPXW200626P03160000,76.57,-3.63,101.9,103.9,12,0.3156,-0.7725,0.0027,47
06/26/2020,SPXW200626C03165000,22.2,-2.9,12.9,13.6,96,0.3117,0.2118,0.0026,685,3165.000,SPXW200626P03165000,83.04,-0.26,105.6,107.5,10,0.3127,-0.7874,0.0026,116
06/26/2020,SPXW200626C03170000,12.75,-10.55,11.7,12.3,270,0.309,0.1974,0.0025,841,3170.000,SPXW200626P03170000,63.4,-23.1,109.3,111.3,7,0.31,-0.8018,0.0025,49
06/26/2020,SPXW200626C03175000,11.5,-10.1,10.5,11.1,1315,0.306,0.183,0.0024,4930,3175.000,SPXW200626P03175000,90.82,1.02,113.1,115.1,36,0.307,-0.8161,0.0024,765
06/26/2020,SPXW200626C03180000,11.15,-8.8,9.4,10,445,0.3031,0.1693,0.0023,2443,3180.000,SPXW200626P03180000,93.87,0.77,117,119,81,0.3042,-0.8298,0.0023,115
06/26/2020,SPXW200626C03185000,10.33,-8.07,8.4,9,195,0.3005,0.1562,0.0022,632,3185.000,SPXW200626P03185000,99.1,2.5,121,123,19,0.3017,-0.8428,0.0022,120
06/26/2020,SPXW200626C03190000,8.5,-8.4,7.5,8,124,0.2977,0.1434,0.0021,829,3190.000,SPXW200626P03190000,112.98,12.88,125.1,127.1,5,0.2995,-0.8551,0.0021,96
06/26/2020,SPXW200626C03195000,8.28,-7.27,6.7,7.2,459,0.2958,0.1319,0.002,153,3195.000,SPXW200626P03195000,97.96,-5.79,129.2,131.2,3,0.2964,-0.8675,0.002,20
06/26/2020,SPXW200626C03200000,6.35,-7.9,5.9,6.4,2623,0.293,0.1202,0.0019,5649,3200.000,SPXW200626P03200000,107.05,-0.4,133.4,135.4,128,0.2937,-0.8792,0.0019,2156
06/26/2020,SPXW200626C03205000,5.63,-7.42,5.2,5.7,613,0.2907,0.1095,0.0018,331,3205.000,SPXW200626P03205000,104.05,0,137.7,139.7,0,0.2915,-0.8898,0.0018,36
06/26/2020,SPXW200626C03210000,4.95,-7,4.6,5,281,0.2883,0.0992,0.0017,434,3210.000,SPXW200626P03210000,118.68,0,139.6,146.2,0,0.2867,-0.902,0.0017,116
06/26/2020,SPXW200626C03215000,6.75,-4.1,4,4.5,727,0.2866,0.0901,0.0016,294,3215.000,SPXW200626P03215000,122.53,3.43,144.1,150.6,10,0.2849,-0.9112,0.0016,54
06/26/2020,SPXW200626C03220000,6.4,-3.5,3.5,3.9,124,0.2839,0.0808,0.0015,476,3220.000,SPXW200626P03220000,118.8,0,149.1,155.1,0,0.2876,-0.9164,0.0015,101
06/26/2020,SPXW200626C03225000,3.34,-5.66,3.1,3.5,260,0.2832,0.0735,0.0014,2219,3225.000,SPXW200626P03225000,123.43,-3.77,153.4,159.7,7,0.2843,-0.9257,0.0014,34
06/26/2020,SPXW200626C03230000,3.5,-4.65,2.7,3.1,128,0.2817,0.0662,0.0013,329,3230.000,SPXW200626P03230000,130.5,-0.9,158.3,164.3,18,0.286,-0.9308,0.0013,57
06/26/2020,SPXW200626C03235000,4.26,-3.19,2.35,2.65,335,0.2793,0.0587,0.0012,297,3235.000,SPXW200626P03235000,145.72,10.07,162.6,168.9,2,0.2805,-0.9404,0.0012,36
06/26/2020,SPXW200626C03240000,2.5,-4.25,2,2.35,1045,0.2776,0.0523,0.0011,830,3240.000,SPXW200626P03240000,110.71,-29.24,167.6,173.8,1,0.2858,-0.9424,0.0011,38
06/26/2020,SPXW200626C03245000,2.25,-3.85,1.75,2.05,234,0.2765,0.0467,0.001,220,3245.000,SPXW200626P03245000,134.2,0,172.3,178.6,0,0.286,-0.9474,0.001,16
06/26/2020,SPXW200626C03250000,1.6,-3.9,1.55,1.8,1358,0.2759,0.042,0.0009,4551,3250.000,SPXW200626P03250000,147.63,-1.12,176.9,183.3,7,0.2827,-0.9541,0.0009,29
06/26/2020,SPXW200626C03255000,1.77,-3.23,1.35,1.6,232,0.2755,0.0376,0.0008,243,3255.000,SPXW200626P03255000,128.7,0,181.8,188.1,0,0.2844,-0.9574,0.0009,3
06/26/2020,SPXW200626C03260000,1.65,-2.9,1.2,1.4,131,0.2751,0.0337,0.0008,307,3260.000,SPXW200626P03260000,125.64,-31.91,186.5,192.9,5,0.2824,-0.9625,0.0008,25
06/26/2020,SPXW200626C03265000,1.88,-2.22,1.05,1.25,202,0.2751,0.0303,0.0007,224,3265.000,SPXW200626P03265000,163.1,0,191.7,197.8,0,0.29,-0.9623,0.0008,9
06/26/2020,SPXW200626C03270000,1.13,-2.57,0.9,1.1,209,0.2744,0.0269,0.0006,384,3270.000,SPXW200626P03270000,134.65,-32.1,196.4,202.4,4,0.283,-0.9692,0.0007,57
06/26/2020,SPXW200626C03275000,1.35,-2.05,0.8,0.95,236,0.274,0.0239,0.0006,3082,3275.000,SPXW200626P03275000,135.21,-36.14,200.6,207.3,2,0.2677,-0.9786,0.0005,52
06/26/2020,SPXW200626C03280000,0.97,-2.105,0.7,0.85,98,0.2743,0.0214,0.0005,510,3280.000,SPXW200626P03280000,154.9,-21.05,205.5,212.1,15,0.2643,-0.9822,0.0005,45
06/26/2020,SPXW200626C03285000,0.85,-1.9,0.6,0.75,23,0.2739,0.019,0.0005,327,3285.000,SPXW200626P03285000,101.5,0,211,217,0,0.2812,-0.9783,0.0005,3
06/26/2020,SPXW200626C03290000,0.72,-1.805,0.5,0.7,109,0.2744,0.0171,0.0004,409,3290.000,SPXW200626P03290000,164.4,-20.9,215.4,222,15,0.2677,-0.9851,0.0004,13
06/26/2020,SPXW200626C03295000,0.6,-1.675,0.45,0.6,39,0.2744,0.0152,0.0004,371,3295.000,SPXW200626P03295000,0,0,220.6,226.9,0,0.2764,-0.9842,0.0004,0
06/26/2020,SPXW200626C03300000,0.5,-1.575,0.35,0.55,2573,0.2736,0.0132,0.0003,4335,3300.000,SPXW200626P03300000,198.24,3.29,225.2,231.9,13,0.2651,-0.989,0.0003,44
06/26/2020,SPXW200626C03305000,0.45,-1.425,0.3,0.5,146,0.2743,0.0119,0.0003,284,3305.000,SPXW200626P03305000,181.4,0,230.2,236.8,0,0.2648,-0.9904,0.0003,5
06/26/2020,SPXW200626C03310000,0.4,-1.325,0.25,0.45,141,0.2744,0.0105,0.0003,247,3310.000,SPXW200626P03310000,126.2,0,235.1,241.8,0,0.2637,-0.9918,0.0002,6
06/26/2020,SPXW200626C03315000,0.33,-1.245,0.2,0.4,43,0.2739,0.0092,0.0003,165,3315.000,SPXW200626P03315000,0,0,240.4,246.7,0,0.2797,-0.9895,0.0003,0
06/26/2020,SPXW200626C03320000,0.3,-1.125,0.2,0.35,129,0.2756,0.0084,0.0002,119,3320.000,SPXW200626P03320000,0,0,245,251.6,0,0.2474,-0.9961,0.0001,0
06/26/2020,SPXW200626C03325000,0.23,-1.045,0.2,0.35,167,0.2803,0.0083,0.0002,1315,3325.000,SPXW200626P03325000,137.5,0,250,256.7,0,0.2623,-0.9948,0.0002,1
06/26/2020,SPXW200626C03330000,0.25,-0.925,0.1,0.3,1041,0.2746,0.0063,0.0002,78,3330.000,SPXW200626P03330000,133.5,0,255,261.6,0,0.2555,-0.9963,0.0001,3
06/26/2020,SPXW200626C03335000,0.25,-0.85,0.1,0.25,16,0.2748,0.0056,0.0002,15,3335.000,SPXW200626P03335000,0,0,259.9,266.6,0,0.2444,-0.9978,0.0001,0
06/26/2020,SPXW200626C03340000,0.2,-0.8,0.1,0.25,81,0.2793,0.0055,0.0002,131,3340.000,SPXW200626P03340000,146,0,264.9,271.6,0,0.2484,-0.9979,0.0001,2
06/26/2020,SPXW200626C03345000,0.2,-0.725,0.05,0.25,414,0.2788,0.0048,0.0001,65,3345.000,SPXW200626P03345000,0,0,269.9,276.6,0,0.2516,-0.998,0.0001,0
06/26/2020,SPXW200626C03350000,0.12,-0.73,0.05,0.2,1670,0.2779,0.0041,0.0001,3193,3350.000,SPXW200626P03350000,341,0,274.9,281.6,0,0.2561,-0.998,0.0001,5
06/26/2020,SPXW200626C03355000,0.15,-0.625,0.05,0.2,7,0.2822,0.004,0.0001,50,3355.000,SPXW200626P03355000,0,0,279.9,286.5,0,0.2165,-0.9997,0,0
06/26/2020,SPXW200626C03360000,0.15,-0.55,0.05,0.2,22,0.2864,0.004,0.0001,76,3360.000,SPXW200626P03360000,0,0,285.4,291.6,0,0.3164,-0.9918,0.0002,0
06/26/2020,SPXW200626C03365000,0.15,-0.5,0,0.15,5,0.2763,0.0026,0.0001,218,3365.000,SPXW200626P03365000,0,0,289.8,296.5,0,0,-0.993,0.0002,0
06/26/2020,SPXW200626C03370000,0.15,-0.45,0,0.15,6,0.2804,0.0025,0.0001,53,3370.000,SPXW200626P03370000,0,0,294.8,301.5,0,0,-0.9829,0.0003,0
06/26/2020,SPXW200626C03375000,0.11,-0.44,0,0.15,10,0.2844,0.0025,0.0001,1025,3375.000,SPXW200626P03375000,178.2,0,299.8,306.5,0,0,-0.9996,0,14
06/26/2020,SPXW200626C03380000,0.1,-0.4,0,0.15,6,0.2884,0.0025,0.0001,18,3380.000,SPXW200626P03380000,178.9,0,304.8,311.5,0,0,-0.9943,0.0001,1
06/26/2020,SPXW200626C03385000,0.1,-0.35,0,0.15,1,0.2924,0.0024,0.0001,32,3385.000,SPXW200626P03385000,0,0,309.8,316.5,0,0,-0.9933,0.0002,0
06/26/2020,SPXW200626C03390000,1.4,0,0,0.15,0,0.2964,0.0024,0.0001,59,3390.000,SPXW200626P03390000,278.23,0,315.4,321.5,0,0.3365,-0.9934,0.0002,2
06/26/2020,SPXW200626C03395000,1.74,0,0,0.15,0,0.3004,0.0024,0.0001,41,3395.000,SPXW200626P03395000,283.39,0,320.1,326.5,0,0.3106,-0.9968,0.0001,4
06/26/2020,SPXW200626C03400000,0.12,-0.28,0,0.1,31,0.294,0.0017,0.0001,8094,3400.000,SPXW200626P03400000,290.81,-2.44,324.8,331.5,6,0,-0.9968,0.0001,1
06/26/2020,SPXW200626C03405000,0.15,-0.2,0,0.1,16,0.2979,0.0017,0.0001,69,3405.000,SPXW200626P03405000,0,0,330.1,336.5,0,0.3188,-0.9969,0.0001,0
06/26/2020,SPXW200626C03410000,0.15,-0.175,0,0.1,2,0.3019,0.0017,0,59,3410.000,SPXW200626P03410000,0,0,335.8,341.5,0,0.3796,-0.99,0.0002,0
06/26/2020,SPXW200626C03415000,0.1,-0.2,0,0.1,182,0.3057,0.0016,0,20,3415.000,SPXW200626P03415000,0,0,340.3,346.5,0,0.3502,-0.9948,0.0001,0
06/26/2020,SPXW200626C03420000,0.32,0,0,0.1,0,0.3096,0.0016,0,18,3420.000,SPXW200626P03420000,0,0,344.8,351.5,0,0,-0.9958,0.0001,0
06/26/2020,SPXW200626C03425000,0.15,-0.1,0,0.1,1151,0.3136,0.0016,0,637,3425.000,SPXW200626P03425000,378.4,0,349.8,356.5,0,0,-0.9959,0.0001,1
06/26/2020,SPXW200626C03430000,0.1,-0.15,0,0.1,179,0.3174,0.0016,0,28,3430.000,SPXW200626P03430000,0,0,354.8,361.4,0,0,-0.9939,0.0001,0
06/26/2020,SPXW200626C03435000,0.1,-0.15,0,0.1,12,0.3212,0.0016,0,63,3435.000,SPXW200626P03435000,0,0,360.3,366.6,0,0.3761,-0.994,0.0001,0
06/26/2020,SPXW200626C03440000,0.07,-0.13,0,0.1,402,0.325,0.0016,0,33,3440.000,SPXW200626P03440000,0,0,364.8,371.5,0,0,-0.9982,0,0
06/26/2020,SPXW200626C03445000,0.5,0,0,0.1,0,0.3288,0.0016,0,29,3445.000,SPXW200626P03445000,0,0,369.8,376.5,0,0,-0.994,0.0001,0
06/26/2020,SPXW200626C03450000,0.07,-0.13,0,0.1,32,0.3325,0.0015,0,8032,3450.000,SPXW200626P03450000,0,0,374.8,381.4,0,0,-0.996,0.0001,0
06/26/2020,SPXW200626C03455000,0.45,0,0,0.1,0,0.3363,0.0015,0,97,3455.000,SPXW200626P03455000,0,0,379.8,386.5,0,0,-0.9961,0.0001,0
06/26/2020,SPXW200626C03460000,0,0,0,0.1,0,0.34,0.0015,0,0,3460.000,SPXW200626P03460000,0,0,385.3,391.4,0,0.3773,-0.9962,0.0001,0
06/26/2020,SPXW200626C03470000,0.52,0,0,0.1,0,0.3475,0.0015,0,14,3470.000,SPXW200626P03470000,396.16,0,395.3,401.4,0,0.385,-0.9963,0.0001,2
06/26/2020,SPXW200626C03475000,0.22,0,0,0.1,0,0.3512,0.0015,0,188,3475.000,SPXW200626P03475000,0,0,400.3,406.4,0,0.3893,-0.9963,0.0001,0
06/26/2020,SPXW200626C03480000,0.15,0,0,0.1,0,0.355,0.0014,0,87,3480.000,SPXW200626P03480000,0,0,405.1,411.4,0,0.359,-0.9984,0,0
06/26/2020,SPXW200626C03490000,0.7,0,0,0.1,0,0.3624,0.0014,0,27,3490.000,SPXW200626P03490000,0,0,415.3,421.4,0,0.4018,-0.9964,0.0001,0
06/26/2020,SPXW200626C03500000,0.05,-0.025,0,0.05,5,0.3494,0.0008,0,348,3500.000,SPXW200626P03500000,382.1,0,424.8,431.5,0,0,-0.9829,0.0002,1
06/26/2020,SPXW200626C03525000,0.1,0,0,0.1,0,0.388,0.0013,0,146,3525.000,SPXW200626P03525000,507,0,449.8,456.4,0,0,-0.9879,0.0002,1
06/26/2020,SPXW200626C03550000,0.3,0,0,0.1,0,0.4061,0.0013,0,35,3550.000,SPXW200626P03550000,532.09,0,474.8,481.3,0,0,-0.9985,0,1
06/26/2020,SPXW200626C03600000,0.05,0.025,0,0.05,50,0.418,0.0007,0,239,3600.000,SPXW200626P03600000,405.7,0,524.8,531.3,0,0,-0.9961,0.0001,2
06/26/2020,SPXW200626C03650000,0.1,0,0,0.05,0,0.4491,0.0006,0,30,3650.000,SPXW200626P03650000,0,0,576,581.3,0,0.5883,-0.9932,0.0001,0
06/26/2020,SPXW200626C03700000,0.05,0,0,0.05,0,0.4826,0.0006,0,1319,3700.000,SPXW200626P03700000,0,0,624.8,631.3,0,0,-0.9972,0,0
06/26/2020,SPXW200626C03800000,0.05,0,0,0.05,0,0.5463,0.0005,0,11,3800.000,SPXW200626P03800000,0,0,724.8,731.5,0,0,-0.9988,0,0
06/26/2020,SPXW200626C03900000,0.05,0,0,0.05,0,0.6082,0.0005,0,106,3900.000,SPXW200626P03900000,0,0,825.3,831.4,0,0.7062,-0.9978,0,0
06/26/2020,SPXW200626C04000000,0,0,0,0.05,0,0.6684,0.0004,0,0,4000.000,SPXW200626P04000000,1178.01,0,924.7,931.4,0,0,-0.9933,0.0001,4
06/26/2020,SPXW200626C04100000,0,0,0,0.05,0,0.7237,0.0004,0,0,4100.000,SPXW200626P04100000,982.4,0,1025.3,1031.4,0,0.8401,-0.998,0,1
06/26/2020,SPXW200626C04200000,0.1,0,0,0.05,0,0.7781,0.0004,0,20,4200.000,SPXW200626P04200000,1187.9,0,1124.7,1131.3,0,0,-0.9976,0,1
06/26/2020,SPXW200626C04300000,0,0,0,0.05,0,0.8295,0.0003,0,0,4300.000,SPXW200626P04300000,1100.1,0,1225.2,1231.4,0,0.9367,-0.9987,0,5
06/26/2020,SPXW200626C04400000,0,0,0,0.05,0,0.883,0.0003,0,0,4400.000,SPXW200626P04400000,0,0,1324.7,1331.4,0,0,-0.9978,0,0
06/26/2020,SPXW200626C04500000,0,0,0,0.05,0,0.9396,0.0003,0,0,4500.000,SPXW200626P04500000,0,0,1424.7,1431.3,0,0,-0.9987,0,0
06/26/2020,SPXW200626C04600000,0,0,0,0.05,0,0.9876,0.0003,0,0,4600.000,SPXW200626P04600000,1564.2,0,1525.2,1531.4,0,1.1098,-0.9988,0,6
06/26/2020,SPXW200626C04700000,0,0,0,0.05,0,1.0322,0.0003,0,0,4700.000,SPXW200626P04700000,0,0,1624.7,1631.3,0,0,-0.9991,0,0
06/26/2020,SPXW200626C04800000,0,0,0,0.05,0,1.0821,0.0003,0,0,4800.000,SPXW200626P04800000,0,0,1724.7,1731.3,0,0,-0.9995,0,0
06/29/2020,SPXW200629C00800000,0,0,2267.9,2274.5,0,0,0.9739,0,0,800.000,SPXW200629P00800000,0,0,0,0.05,0,2.5412,-0.0001,0,0
06/29/2020,SPXW200629C00900000,0,0,2167.9,2173.9,0,0,0.971,0,0,900.000,SPXW200629P00900000,0,0,0,0.05,0,2.3275,-0.0001,0,0
06/29/2020,SPXW200629C01000000,0,0,2067.9,2074.5,0,0,0.9681,0,0,1000.000,SPXW200629P01000000,0,0,0,0.05,0,2.1306,-0.0001,0,0
06/29/2020,SPXW200629C01100000,0,0,1967.9,1974,0,0,0.965,0,0,1100.000,SPXW200629P01100000,0,0,0,0.05,0,1.9522,-0.0001,0,0
06/29/2020,SPXW200629C01200000,1882.3,0,1867.8,1874.6,0,0,0.9619,0,1,1200.000,SPXW200629P01200000,0,0,0,0.05,0,1.7801,-0.0001,0,0
